device_id,group,split
normal_00897,normal,train
normal_00898,normal,train
normal_00899,normal,train
normal_00900,normal,train
normal_00901,normal,train
normal_00902,normal,train
normal_00903,normal,train
normal_00904,normal,train
normal_00905,normal,train
normal_00906,normal,train
normal_00907,normal,train
normal_00908,normal,train
normal_00909,normal,train
normal_00910,normal,train
normal_00911,normal,train
normal_00912,normal,train
normal_00913,normal,train
normal_00914,normal,train
normal_00915,normal,validation
normal_00916,normal,test
normal_00917,normal,train
normal_00918,normal,train
normal_00919,normal,test
normal_00920,normal,validation
normal_00921,normal,test
normal_00922,normal,train
normal_00923,normal,train
normal_00924,normal,validation
normal_00925,normal,train
normal_00926,normal,train
normal_00927,normal,test
normal_00928,normal,train
normal_00929,normal,train
normal_00930,normal,train
normal_00931,normal,train
normal_00932,normal,train
normal_00933,normal,train
normal_00934,normal,train
normal_00935,normal,validation
normal_00936,normal,train
normal_00937,normal,train
normal_00938,normal,train
normal_00939,normal,train
normal_00940,normal,train
normal_00941,normal,train
normal_00942,normal,train
normal_00943,normal,train
normal_00944,normal,train
normal_00945,normal,train
normal_00946,normal,train
normal_00947,normal,train
normal_00948,normal,train
normal_00949,normal,train
normal_00950,normal,train
normal_00951,normal,train
normal_00952,normal,test
normal_00953,normal,train
normal_00954,normal,train
normal_00955,normal,train
normal_00956,normal,validation
normal_00957,normal,train
normal_00958,normal,train
normal_00959,normal,test
normal_00960,normal,train
normal_00961,normal,validation
normal_00962,normal,train
normal_00963,normal,train
normal_00964,normal,train
normal_00965,normal,train
normal_00966,normal,test
normal_00967,normal,train
normal_00968,normal,test
normal_00969,normal,train
normal_00970,normal,train
normal_00971,normal,train
normal_00972,normal,train
normal_00973,normal,test
normal_00974,normal,validation
normal_00975,normal,train
normal_00976,normal,validation
normal_00977,normal,train
normal_00978,normal,train
normal_00979,normal,train
normal_00980,normal,validation
normal_00981,normal,train
normal_00982,normal,train
normal_00983,normal,train
normal_00984,normal,train
normal_00985,normal,train
normal_00986,normal,train
normal_00987,normal,train
normal_00988,normal,train
normal_00989,normal,train
normal_00990,normal,train
normal_00991,normal,train
normal_00992,normal,train
normal_00993,normal,test
normal_00994,normal,validation
normal_00995,normal,train
normal_00996,normal,validation
normal_00997,normal,validation
normal_00998,normal,train
normal_00999,normal,train
normal_01000,normal,train
normal_01001,normal,test
normal_01002,normal,train
normal_01003,normal,train
normal_01004,normal,train
normal_01005,normal,train
normal_01006,normal,train
normal_01007,normal,train
normal_01008,normal,train
normal_01009,normal,train
normal_01010,normal,train
normal_01011,normal,train
normal_01012,normal,train
normal_01013,normal,test
normal_01014,normal,validation
normal_01015,normal,train
normal_01016,normal,train
normal_01017,normal,train
normal_01018,normal,train
normal_01019,normal,validation
normal_01020,normal,train
normal_01021,normal,test
normal_01022,normal,test
normal_01023,normal,train
normal_01024,normal,train
normal_01025,normal,train
normal_01026,normal,test
normal_01027,normal,train
normal_01028,normal,train
normal_01029,normal,train
normal_01030,normal,train
normal_01031,normal,train
normal_01032,normal,train
normal_01033,normal,train
normal_01034,normal,train
normal_01035,normal,train
normal_01036,normal,validation
normal_01037,normal,train
normal_01038,normal,train
normal_01039,normal,validation
normal_01040,normal,train
normal_01041,normal,train
normal_01042,normal,train
normal_01043,normal,validation
normal_01044,normal,train
normal_01045,normal,train
normal_01046,normal,test
normal_01047,normal,validation
normal_01048,normal,train
normal_01049,normal,train
normal_01050,normal,train
normal_01051,normal,train
normal_01052,normal,train
normal_01053,normal,train
normal_01054,normal,train
normal_01055,normal,train
normal_01056,normal,test
normal_01057,normal,test
normal_01058,normal,train
normal_01059,normal,validation
normal_01060,normal,validation
normal_01061,normal,train
normal_01062,normal,validation
normal_01063,normal,train
normal_01064,normal,validation
normal_01065,normal,validation
normal_01066,normal,train
normal_01067,normal,train
normal_01068,normal,train
normal_01069,normal,train
normal_01070,normal,train
normal_01071,normal,train
normal_01072,normal,train
normal_01073,normal,train
normal_01074,normal,train
normal_01075,normal,train
normal_01076,normal,train
normal_01077,normal,train
normal_01078,normal,train
normal_01079,normal,train
normal_01080,normal,train
normal_01081,normal,train
normal_01082,normal,train
normal_01083,normal,train
normal_01084,normal,train
normal_01085,normal,train
normal_01086,normal,validation
normal_01087,normal,train
normal_01088,normal,train
normal_01089,normal,test
normal_01090,normal,validation
normal_01091,normal,train
normal_01092,normal,train
normal_01093,normal,train
normal_01094,normal,validation
normal_01095,normal,train
normal_01096,normal,validation
normal_01097,normal,train
normal_01098,normal,test
normal_01099,normal,validation
normal_01100,normal,train
normal_01101,normal,train
normal_01102,normal,train
normal_01103,normal,train
normal_01104,normal,train
normal_01105,normal,train
normal_01106,normal,train
normal_01107,normal,train
normal_01108,normal,test
normal_01109,normal,train
normal_01110,normal,train
normal_01111,normal,train
normal_01112,normal,train
normal_01113,normal,train
normal_01114,normal,train
normal_01115,normal,train
normal_01116,normal,validation
normal_01117,normal,train
normal_01118,normal,train
normal_01119,normal,train
normal_01120,normal,train
normal_01121,normal,train
normal_01122,normal,train
normal_01123,normal,test
normal_01124,normal,train
normal_01125,normal,test
normal_01126,normal,train
normal_01127,normal,validation
normal_01128,normal,train
normal_01129,normal,train
normal_01130,normal,train
normal_01131,normal,train
normal_01132,normal,train
normal_01133,normal,validation
normal_01134,normal,train
normal_01135,normal,train
normal_01136,normal,validation
normal_01137,normal,test
normal_01138,normal,train
normal_01139,normal,train
normal_01140,normal,train
normal_01141,normal,train
normal_01142,normal,train
normal_01143,normal,train
normal_01144,normal,train
normal_01145,normal,train
normal_01146,normal,train
normal_01147,normal,test
normal_01148,normal,train
normal_01149,normal,train
normal_01150,normal,train
normal_01151,normal,train
normal_01152,normal,train
normal_01153,normal,train
normal_01154,normal,test
normal_01155,normal,train
normal_01156,normal,train
normal_01157,normal,train
normal_01158,normal,train
normal_01159,normal,train
normal_01160,normal,train
normal_01161,normal,test
normal_01162,normal,train
normal_01163,normal,train
normal_01164,normal,train
normal_01165,normal,validation
normal_01166,normal,train
normal_01167,normal,train
normal_01168,normal,test
normal_01169,normal,train
normal_01170,normal,train
normal_01171,normal,train
normal_01172,normal,train
normal_01173,normal,train
normal_01174,normal,train
normal_01175,normal,validation
normal_01176,normal,train
normal_01177,normal,train
normal_01178,normal,train
normal_01179,normal,test
normal_01180,normal,validation
normal_01181,normal,train
normal_01182,normal,train
normal_01183,normal,test
normal_01184,normal,train
normal_01185,normal,train
normal_01186,normal,train
normal_01187,normal,test
normal_01188,normal,test
normal_01189,normal,train
normal_01190,normal,validation
normal_01191,normal,train
normal_01192,normal,train
normal_01193,normal,train
normal_01194,normal,validation
normal_01195,normal,test
normal_01196,normal,train
normal_01197,normal,train
normal_01198,normal,test
normal_01199,normal,test
normal_01200,normal,validation
normal_01201,normal,train
normal_01202,normal,test
normal_01203,normal,test
normal_01204,normal,train
normal_01205,normal,validation
normal_01206,normal,train
normal_01207,normal,train
normal_01208,normal,test
normal_01209,normal,validation
normal_01210,normal,validation
normal_01211,normal,train
normal_01212,normal,train
normal_01213,normal,test
normal_01214,normal,train
normal_01215,normal,test
normal_01216,normal,train
normal_01217,normal,train
normal_01218,normal,test
normal_01219,normal,validation
normal_01220,normal,train
normal_01221,normal,train
normal_01222,normal,train
normal_01223,normal,train
normal_01224,normal,test
normal_01225,normal,train
normal_01226,normal,train
normal_01227,normal,train
normal_01228,normal,test
normal_01229,normal,train
normal_01230,normal,test
normal_01231,normal,train
normal_01232,normal,train
normal_01233,normal,validation
normal_01234,normal,validation
normal_01235,normal,train
normal_01236,normal,train
normal_01237,normal,train
normal_01238,normal,train
normal_01239,normal,train
normal_01240,normal,train
normal_01241,normal,validation
normal_01242,normal,train
normal_01243,normal,train
normal_01244,normal,train
normal_01245,normal,test
normal_01246,normal,train
normal_01247,normal,train
normal_01248,normal,train
normal_01249,normal,train
normal_01250,normal,train
normal_01251,normal,train
normal_01252,normal,test
normal_01253,normal,validation
normal_01254,normal,validation
normal_01255,normal,train
normal_01256,normal,validation
normal_01257,normal,test
normal_01258,normal,train
normal_01259,normal,train
normal_01260,normal,train
normal_01261,normal,train
normal_01262,normal,train
normal_01263,normal,test
normal_01264,normal,test
normal_01265,normal,train
normal_01266,normal,train
normal_01267,normal,train
normal_01268,normal,train
normal_01269,normal,test
normal_01270,normal,train
normal_01271,normal,train
normal_01272,normal,train
normal_01273,normal,train
normal_01274,normal,train
normal_01275,normal,validation
normal_01276,normal,train
normal_01277,normal,validation
normal_01278,normal,validation
normal_01279,normal,test
normal_01280,normal,train
normal_01281,normal,test
normal_01282,normal,train
normal_01283,normal,train
normal_01284,normal,train
normal_01285,normal,train
normal_01286,normal,validation
normal_01287,normal,train
normal_01288,normal,validation
normal_01289,normal,validation
normal_01290,normal,train
normal_01291,normal,test
normal_01292,normal,train
normal_01293,normal,validation
normal_01294,normal,train
normal_01295,normal,train
normal_01296,normal,train
normal_01297,normal,test
normal_01298,normal,train
normal_01299,normal,train
normal_01300,normal,train
normal_01301,normal,train
normal_01302,normal,train
normal_01303,normal,validation
normal_01304,normal,train
normal_01305,normal,train
normal_01306,normal,train
normal_01307,normal,train
normal_01308,normal,train
normal_01309,normal,train
normal_01310,normal,train
normal_01311,normal,train
normal_01312,normal,validation
normal_01313,normal,train
normal_01314,normal,validation
normal_01315,normal,train
normal_01316,normal,test
normal_01317,normal,train
normal_01318,normal,validation
normal_01319,normal,train
normal_01320,normal,train
normal_01321,normal,train
normal_01322,normal,train
normal_01323,normal,train
normal_01324,normal,train
normal_01325,normal,validation
normal_01326,normal,train
normal_01327,normal,test
normal_01328,normal,train
normal_01329,normal,train
normal_01330,normal,validation
normal_01331,normal,train
normal_01332,normal,train
normal_01333,normal,train
normal_01334,normal,train
normal_01335,normal,train
normal_01336,normal,train
normal_01337,normal,train
normal_01338,normal,train
normal_01339,normal,train
normal_01340,normal,train
normal_01341,normal,test
normal_01342,normal,train
normal_01343,normal,validation
normal_01344,normal,train
normal_01345,normal,test
normal_01346,normal,train
normal_01347,normal,test
normal_01348,normal,train
normal_01349,normal,train
normal_01350,normal,train
normal_01351,normal,validation
normal_01352,normal,train
normal_01353,normal,test
normal_01354,normal,train
normal_01355,normal,train
normal_01356,normal,test
normal_01357,normal,train
normal_01358,normal,train
normal_01359,normal,validation
normal_01360,normal,train
normal_01361,normal,train
normal_01362,normal,test
normal_01363,normal,train
normal_01364,normal,train
normal_01365,normal,train
normal_01366,normal,train
normal_01367,normal,validation
normal_01368,normal,train
normal_01369,normal,train
normal_01370,normal,train
normal_01371,normal,train
normal_01372,normal,train
normal_01373,normal,train
normal_01374,normal,train
normal_01375,normal,train
normal_01376,normal,validation
normal_01377,normal,train
normal_01378,normal,test
normal_01379,normal,train
normal_01380,normal,test
normal_01381,normal,train
normal_01382,normal,train
normal_01383,normal,train
normal_01384,normal,train
normal_01385,normal,train
normal_01386,normal,train
normal_01387,normal,validation
normal_01388,normal,train
normal_01389,normal,train
normal_01390,normal,test
normal_01391,normal,test
normal_01392,normal,train
normal_01393,normal,validation
normal_01394,normal,train
normal_01395,normal,test
normal_01396,normal,test
normal_01397,normal,train
normal_01398,normal,train
normal_01399,normal,train
normal_01400,normal,train
normal_01401,normal,train
normal_01402,normal,train
normal_01403,normal,train
normal_01404,normal,train
normal_01405,normal,test
normal_01406,normal,train
normal_01407,normal,test
normal_01408,normal,train
normal_01409,normal,train
normal_01410,normal,train
normal_01411,normal,train
normal_01412,normal,test
normal_01413,normal,validation
normal_01414,normal,train
normal_01415,normal,train
normal_01416,normal,train
normal_01417,normal,train
normal_01418,normal,train
normal_01419,normal,train
normal_01420,normal,validation
normal_01421,normal,test
normal_01422,normal,train
normal_01423,normal,train
normal_01424,normal,train
normal_01425,normal,test
normal_01426,normal,train
normal_01427,normal,train
normal_01428,normal,test
normal_01429,normal,validation
normal_01430,normal,validation
normal_01431,normal,validation
normal_01432,normal,train
normal_01433,normal,test
normal_01434,normal,train
normal_01435,normal,train
normal_01436,normal,test
normal_01437,normal,train
normal_01438,normal,train
normal_01439,normal,train
normal_01440,normal,test
normal_01441,normal,train
normal_01442,normal,test
normal_01443,normal,train
normal_01444,normal,train
normal_01445,normal,train
normal_01446,normal,train
normal_01447,normal,train
normal_01448,normal,train
normal_01449,normal,test
normal_01450,normal,train
normal_01451,normal,train
normal_01452,normal,test
normal_01453,normal,train
normal_01454,normal,train
normal_01455,normal,train
normal_01456,normal,test
normal_01457,normal,train
normal_01458,normal,validation
normal_01459,normal,train
normal_01460,normal,validation
normal_01461,normal,train
normal_01462,normal,validation
normal_01463,normal,train
normal_01464,normal,validation
normal_01465,normal,train
normal_01466,normal,train
normal_01467,normal,train
normal_01468,normal,train
normal_01469,normal,train
normal_01470,normal,train
normal_01471,normal,train
normal_01472,normal,train
normal_01473,normal,train
normal_01474,normal,train
normal_01475,normal,test
normal_01476,normal,train
normal_01477,normal,test
normal_01478,normal,train
normal_01479,normal,validation
normal_01480,normal,train
normal_01481,normal,validation
normal_01482,normal,test
normal_01483,normal,train
normal_01484,normal,train
normal_01485,normal,validation
normal_01486,normal,train
normal_01487,normal,test
normal_01488,normal,train
normal_01489,normal,train
normal_01490,normal,train
normal_01491,normal,test
normal_01492,normal,train
normal_01493,normal,train
normal_01494,normal,train
normal_01495,normal,train
normal_01496,normal,train
normal_01497,normal,train
normal_01498,normal,train
normal_01499,normal,validation
normal_01500,normal,train
normal_01501,normal,train
normal_01502,normal,train
normal_01503,normal,validation
normal_01504,normal,train
normal_01505,normal,train
normal_01506,normal,train
normal_01507,normal,train
normal_01508,normal,test
normal_01509,normal,train
normal_01510,normal,train
normal_01511,normal,train
normal_01512,normal,train
normal_01513,normal,test
normal_01514,normal,train
normal_01515,normal,train
normal_01516,normal,train
normal_01517,normal,train
normal_01518,normal,train
normal_01519,normal,train
normal_01520,normal,train
normal_01521,normal,train
normal_01522,normal,test
normal_01523,normal,train
normal_01524,normal,test
normal_01525,normal,validation
normal_01526,normal,test
normal_01527,normal,validation
normal_01528,normal,train
normal_01529,normal,train
normal_01530,normal,train
normal_01531,normal,train
normal_01532,normal,test
normal_01533,normal,test
normal_01534,normal,train
normal_01535,normal,train
normal_01536,normal,test
normal_01537,normal,test
normal_01538,normal,train
normal_01539,normal,test
normal_01540,normal,validation
normal_01541,normal,train
normal_01542,normal,test
normal_01543,normal,train
normal_01544,normal,test
normal_01545,normal,train
normal_01546,normal,train
normal_01547,normal,train
normal_01548,normal,train
normal_01549,normal,train
normal_01550,normal,train
normal_01551,normal,train
normal_01552,normal,test
normal_01553,normal,validation
normal_01554,normal,train
normal_01555,normal,train
normal_01556,normal,train
normal_01557,normal,test
normal_01558,normal,train
normal_01559,normal,train
normal_01560,normal,train
normal_01561,normal,test
normal_01562,normal,train
normal_01563,normal,train
normal_01564,normal,test
normal_01565,normal,validation
normal_01566,normal,train
normal_01567,normal,validation
normal_01568,normal,validation
normal_01569,normal,train
normal_01570,normal,train
normal_01571,normal,train
normal_01572,normal,test
normal_01573,normal,train
normal_01574,normal,train
normal_01575,normal,test
normal_01576,normal,train
normal_01577,normal,validation
normal_01578,normal,train
normal_01579,normal,train
normal_01580,normal,test
normal_01581,normal,train
normal_01582,normal,train
normal_01583,normal,train
normal_01584,normal,train
normal_01585,normal,test
normal_01586,normal,test
normal_01587,normal,test
normal_01588,normal,train
normal_01589,normal,train
normal_01590,normal,train
normal_01591,normal,test
normal_01592,normal,train
normal_01593,normal,test
normal_01594,normal,validation
normal_01595,normal,train
normal_01596,normal,train
normal_01597,normal,train
normal_01598,normal,train
normal_01599,normal,test
normal_01600,normal,train
normal_01601,normal,validation
normal_01602,normal,test
normal_01603,normal,train
normal_01604,normal,train
normal_01605,normal,validation
normal_01606,normal,train
normal_01607,normal,train
normal_01608,normal,train
normal_01609,normal,train
normal_01610,normal,train
normal_01611,normal,train
normal_01612,normal,train
normal_01613,normal,train
normal_01614,normal,train
normal_01615,normal,train
normal_01616,normal,train
normal_01617,normal,train
normal_01618,normal,train
normal_01619,normal,train
normal_01620,normal,train
normal_01621,normal,test
normal_01622,normal,train
normal_01623,normal,train
normal_01624,normal,train
normal_01625,normal,validation
normal_01626,normal,train
normal_01627,normal,train
normal_01628,normal,train
normal_01629,normal,train
normal_01630,normal,train
normal_01631,normal,validation
normal_01632,normal,train
normal_01633,normal,train
normal_01634,normal,train
normal_01635,normal,train
normal_01636,normal,train
normal_01637,normal,validation
normal_01638,normal,train
normal_01639,normal,train
normal_01640,normal,train
normal_01641,normal,test
normal_01642,normal,validation
normal_01643,normal,train
normal_01644,normal,test
normal_01645,normal,train
normal_01646,normal,test
normal_01647,normal,train
normal_01648,normal,test
normal_01649,normal,train
normal_01650,normal,train
normal_01651,normal,validation
normal_01652,normal,train
normal_01653,normal,test
normal_01654,normal,train
normal_01655,normal,test
normal_01656,normal,test
normal_01657,normal,train
normal_01658,normal,validation
normal_01659,normal,validation
normal_01660,normal,train
normal_01661,normal,train
normal_01662,normal,train
normal_01663,normal,train
normal_01664,normal,test
normal_01665,normal,train
normal_01666,normal,train
normal_01667,normal,train
normal_01668,normal,validation
normal_01669,normal,train
normal_01670,normal,validation
normal_01671,normal,train
normal_01672,normal,validation
normal_01673,normal,test
normal_01674,normal,test
normal_01675,normal,test
normal_01676,normal,train
normal_01677,normal,train
normal_01678,normal,test
normal_01679,normal,train
normal_01680,normal,train
normal_01681,normal,validation
normal_01682,normal,train
normal_01683,normal,test
normal_01684,normal,validation
normal_01685,normal,train
normal_01686,normal,train
normal_01687,normal,train
normal_01688,normal,test
normal_01689,normal,train
normal_01690,normal,train
normal_01691,normal,train
normal_01692,normal,train
normal_01693,normal,test
normal_01694,normal,train
normal_01695,normal,train
normal_01696,normal,train
normal_01697,normal,train
normal_01698,normal,train
normal_01699,normal,test
normal_01700,normal,train
normal_01701,normal,validation
normal_01702,normal,train
normal_01703,normal,train
normal_01704,normal,validation
normal_01705,normal,train
normal_01706,normal,test
normal_01707,normal,train
normal_01708,normal,train
normal_01709,normal,train
normal_01710,normal,train
normal_01711,normal,validation
normal_01712,normal,train
normal_01713,normal,train
normal_01714,normal,train
normal_01715,normal,train
normal_01716,normal,train
normal_01717,normal,validation
normal_01718,normal,train
normal_01719,normal,test
normal_01720,normal,train
normal_01721,normal,validation
normal_01722,normal,validation
normal_01723,normal,train
normal_01724,normal,train
normal_01725,normal,train
normal_01726,normal,train
normal_01727,normal,train
normal_01728,normal,train
normal_01729,normal,train
normal_01730,normal,validation
normal_01731,normal,train
normal_01732,normal,train
normal_01733,normal,validation
normal_01734,normal,test
normal_01735,normal,train
normal_01736,normal,train
normal_01737,normal,train
normal_01738,normal,test
normal_01739,normal,train
normal_01740,normal,train
normal_01741,normal,train
normal_01742,normal,train
normal_01743,normal,train
normal_01744,normal,validation
normal_01745,normal,train
normal_01746,normal,train
normal_01747,normal,validation
normal_01748,normal,train
normal_01749,normal,train
normal_01750,normal,train
normal_01751,normal,train
normal_01752,normal,train
normal_01753,normal,train
normal_01754,normal,train
normal_01755,normal,validation
normal_01756,normal,validation
normal_01757,normal,train
normal_01758,normal,test
normal_01759,normal,validation
normal_01760,normal,train
normal_01761,normal,test
normal_01762,normal,validation
normal_01763,normal,train
normal_01764,normal,train
normal_01765,normal,train
normal_01766,normal,train
normal_01767,normal,train
normal_01768,normal,train
normal_01769,normal,train
normal_01770,normal,train
normal_01771,normal,train
normal_01772,normal,train
normal_01773,normal,train
normal_01774,normal,train
normal_01775,normal,validation
normal_01776,normal,train
normal_01777,normal,train
normal_01778,normal,train
normal_01779,normal,validation
normal_01780,normal,validation
normal_01781,normal,validation
normal_01782,normal,validation
normal_01783,normal,validation
normal_01784,normal,train
normal_01785,normal,train
normal_01786,normal,test
normal_01787,normal,train
normal_01788,normal,train
normal_01789,normal,validation
normal_01790,normal,train
normal_01791,normal,train
normal_01792,normal,train
normal_01793,normal,train
normal_01794,normal,test
normal_01795,normal,train
normal_01796,normal,train
normal_01797,normal,train
normal_01798,normal,validation
normal_01799,normal,train
normal_01800,normal,train
normal_01801,normal,train
normal_01802,normal,train
normal_01803,normal,train
normal_01804,normal,validation
normal_01805,normal,train
normal_01806,normal,train
normal_01807,normal,train
normal_01808,normal,validation
normal_01809,normal,train
normal_01810,normal,train
normal_01811,normal,test
normal_01812,normal,train
normal_01813,normal,train
normal_01814,normal,train
normal_01815,normal,train
normal_01816,normal,train
normal_01817,normal,train
normal_01818,normal,train
normal_01819,normal,test
normal_01820,normal,train
normal_01821,normal,train
normal_01822,normal,train
normal_01823,normal,train
normal_01824,normal,train
normal_01825,normal,train
normal_01826,normal,train
normal_01827,normal,validation
normal_01828,normal,train
normal_01829,normal,train
normal_01830,normal,train
normal_01831,normal,test
normal_01832,normal,validation
normal_01833,normal,train
normal_01834,normal,train
normal_01835,normal,train
normal_01836,normal,validation
normal_01837,normal,train
normal_01838,normal,validation
normal_01839,normal,train
normal_01840,normal,test
normal_01841,normal,train
normal_01842,normal,train
normal_01843,normal,train
normal_01844,normal,test
normal_01845,normal,train
normal_01846,normal,train
normal_01847,normal,validation
normal_01848,normal,train
normal_01849,normal,train
normal_01850,normal,test
normal_01851,normal,validation
normal_01852,normal,train
normal_01853,normal,train
normal_01854,normal,train
normal_01855,normal,train
normal_01856,normal,validation
normal_01857,normal,train
normal_01858,normal,train
normal_01859,normal,test
normal_01860,normal,train
normal_01861,normal,train
normal_01862,normal,validation
normal_01863,normal,train
normal_01864,normal,train
normal_01865,normal,train
normal_01866,normal,train
normal_01867,normal,train
normal_01868,normal,train
normal_01869,normal,train
normal_01870,normal,train
normal_01871,normal,validation
normal_01872,normal,validation
normal_01873,normal,train
normal_01874,normal,train
normal_01875,normal,train
normal_01876,normal,train
normal_01877,normal,train
normal_01878,normal,train
normal_01879,normal,train
normal_01880,normal,validation
normal_01881,normal,train
normal_01882,normal,validation
normal_01883,normal,train
normal_01884,normal,train
normal_01885,normal,train
normal_01886,normal,train
normal_01887,normal,train
normal_01888,normal,train
normal_01889,normal,train
normal_01890,normal,validation
normal_01891,normal,validation
normal_01892,normal,train
normal_01893,normal,test
normal_01894,normal,test
normal_01895,normal,train
normal_01896,normal,test
normal_01897,normal,validation
normal_01898,normal,test
normal_01899,normal,validation
normal_01900,normal,train
normal_01901,normal,train
normal_01902,normal,train
normal_01903,normal,train
normal_01904,normal,test
normal_01905,normal,train
normal_01906,normal,train
normal_01907,normal,train
normal_01908,normal,train
normal_01909,normal,train
normal_01910,normal,train
normal_01911,normal,test
normal_01912,normal,train
normal_01913,normal,train
normal_01914,normal,train
normal_01915,normal,train
normal_01916,normal,validation
normal_01917,normal,train
normal_01918,normal,train
normal_01919,normal,train
normal_01920,normal,train
normal_01921,normal,train
normal_01922,normal,train
normal_01923,normal,train
normal_01924,normal,test
normal_01925,normal,train
normal_01926,normal,train
normal_01927,normal,train
normal_01928,normal,train
normal_01929,normal,test
normal_01930,normal,train
normal_01931,normal,train
normal_01932,normal,test
normal_01933,normal,train
normal_01934,normal,train
normal_01935,normal,train
normal_01936,normal,test
normal_01937,normal,train
normal_01938,normal,train
normal_01939,normal,train
normal_01940,normal,test
normal_01941,normal,train
normal_01942,normal,test
normal_01943,normal,train
normal_01944,normal,test
normal_01945,normal,train
normal_01946,normal,train
normal_01947,normal,train
normal_01948,normal,train
normal_01949,normal,train
normal_01950,normal,test
normal_01951,normal,train
normal_01952,normal,train
normal_01953,normal,train
normal_01954,normal,test
normal_01955,normal,test
normal_01956,normal,test
normal_01957,normal,train
normal_01958,normal,train
normal_01959,normal,train
normal_01960,normal,train
normal_01961,normal,test
normal_01962,normal,validation
normal_01963,normal,train
normal_01964,normal,train
normal_01965,normal,train
normal_01966,normal,train
normal_01967,normal,train
normal_01968,normal,train
normal_01969,normal,test
normal_01970,normal,train
normal_01971,normal,train
normal_01972,normal,train
normal_01973,normal,validation
normal_01974,normal,train
normal_01975,normal,test
normal_01976,normal,train
normal_01977,normal,test
normal_01978,normal,train
normal_01979,normal,validation
normal_01980,normal,train
normal_01981,normal,train
normal_01982,normal,train
normal_01983,normal,train
normal_01984,normal,test
normal_01985,normal,train
normal_01986,normal,train
normal_01987,normal,validation
normal_01988,normal,train
normal_01989,normal,train
normal_01990,normal,train
normal_01991,normal,test
normal_01992,normal,train
normal_01993,normal,test
normal_01994,normal,train
normal_01995,normal,train
normal_01996,normal,train
normal_01997,normal,train
normal_01998,normal,train
normal_01999,normal,train
normal_02000,normal,train
normal_02001,normal,train
normal_02002,normal,train
normal_02003,normal,test
normal_02004,normal,train
normal_02005,normal,train
normal_02006,normal,test
normal_02007,normal,train
normal_02008,normal,train
normal_02009,normal,validation
normal_02010,normal,train
normal_02011,normal,train
normal_02012,normal,train
normal_02013,normal,validation
normal_02014,normal,train
normal_02015,normal,train
normal_02016,normal,validation
normal_02017,normal,train
normal_02018,normal,test
normal_02019,normal,validation
normal_02020,normal,validation
normal_02021,normal,test
normal_02022,normal,train
normal_02023,normal,train
normal_02024,normal,validation
normal_02025,normal,test
normal_02026,normal,train
normal_02027,normal,train
normal_02028,normal,validation
normal_02029,normal,train
normal_02030,normal,validation
normal_02031,normal,validation
normal_02032,normal,train
normal_02033,normal,train
normal_02034,normal,train
normal_02035,normal,train
normal_02036,normal,test
normal_02037,normal,train
normal_02038,normal,train
normal_02039,normal,train
normal_02040,normal,train
normal_02041,normal,validation
normal_02042,normal,train
normal_02043,normal,test
normal_02044,normal,validation
normal_02045,normal,train
normal_02046,normal,train
normal_02047,normal,train
normal_02048,normal,test
normal_02049,normal,train
normal_02050,normal,train
normal_02051,normal,train
normal_02052,normal,test
normal_02053,normal,train
normal_02054,normal,train
normal_02055,normal,test
normal_02056,normal,train
normal_02057,normal,test
normal_02058,normal,test
normal_02059,normal,train
normal_02060,normal,train
normal_02061,normal,train
normal_02062,normal,train
normal_02063,normal,test
normal_02064,normal,train
normal_02065,normal,train
normal_02066,normal,train
normal_02067,normal,train
normal_02068,normal,train
normal_02069,normal,train
normal_02070,normal,validation
normal_02071,normal,test
normal_02072,normal,train
normal_02073,normal,train
normal_02074,normal,train
normal_02075,normal,test
normal_02076,normal,train
normal_02077,normal,validation
normal_02078,normal,validation
normal_02079,normal,train
normal_02080,normal,train
normal_02081,normal,validation
normal_02082,normal,train
normal_02083,normal,train
normal_02084,normal,train
normal_02085,normal,train
normal_02086,normal,test
normal_02087,normal,train
normal_02088,normal,train
normal_02089,normal,validation
normal_02090,normal,validation
normal_02091,normal,validation
normal_02092,normal,train
normal_02093,normal,validation
normal_02094,normal,train
normal_02095,normal,train
normal_02096,normal,train
normal_02097,normal,train
normal_02098,normal,validation
normal_02099,normal,train
normal_02100,normal,train
normal_02101,normal,test
normal_02102,normal,train
normal_02103,normal,train
normal_02104,normal,train
normal_02105,normal,train
normal_02106,normal,validation
normal_02107,normal,train
normal_02108,normal,test
normal_02109,normal,train
normal_02110,normal,train
normal_02111,normal,train
normal_02112,normal,train
normal_02113,normal,validation
normal_02114,normal,train
normal_02115,normal,validation
normal_02116,normal,train
normal_02117,normal,train
normal_02118,normal,train
normal_02119,normal,validation
normal_02120,normal,train
normal_02121,normal,train
normal_02122,normal,train
normal_02123,normal,train
normal_02124,normal,test
normal_02125,normal,train
normal_02126,normal,validation
normal_02127,normal,test
normal_02128,normal,train
normal_02129,normal,train
normal_02130,normal,test
normal_02131,normal,train
normal_02132,normal,train
normal_02133,normal,validation
normal_02134,normal,train
normal_02135,normal,train
normal_02136,normal,test
normal_02137,normal,validation
normal_02138,normal,validation
normal_02139,normal,train
normal_02140,normal,train
normal_02141,normal,train
normal_02142,normal,train
normal_02143,normal,train
normal_02144,normal,train
normal_02145,normal,test
normal_02146,normal,test
normal_02147,normal,train
normal_02148,normal,test
normal_02149,normal,train
normal_02150,normal,train
normal_02151,normal,train
