device_id,leakage_group_id,scenario,fold
t4_dev_001491,t4_act_000881,cgnat_mobile_ip_storm,4
t4_dev_001492,t4_act_000881,cgnat_mobile_ip_storm,4
t4_dev_001493,t4_act_000881,cgnat_mobile_ip_storm,4
t4_dev_001494,t4_act_000881,cgnat_mobile_ip_storm,4
t4_dev_001495,t4_act_000881,cgnat_mobile_ip_storm,4
t4_dev_001496,t4_act_000881,cgnat_mobile_ip_storm,4
t4_dev_001497,t4_act_000881,cgnat_mobile_ip_storm,4
t4_dev_001498,t4_act_000881,cgnat_mobile_ip_storm,4
t4_dev_001499,t4_act_000881,cgnat_mobile_ip_storm,4
t4_dev_001500,t4_act_000881,cgnat_mobile_ip_storm,4
t4_dev_001501,t4_act_000881,cgnat_mobile_ip_storm,4
t4_dev_001502,t4_act_000881,cgnat_mobile_ip_storm,4
t4_dev_001503,t4_act_000881,cgnat_mobile_ip_storm,4
t4_dev_001504,t4_act_000881,cgnat_mobile_ip_storm,4
t4_dev_001505,t4_act_000881,cgnat_mobile_ip_storm,4
t4_dev_002122,t4_act_001250,genuine_wallet_cycling,3
t4_dev_001506,t4_act_000881,cgnat_mobile_ip_storm,4
t4_dev_006761,t4_act_004834,normal_returning_customer,3
t4_dev_001507,t4_act_000881,cgnat_mobile_ip_storm,4
t4_dev_001508,t4_act_000881,cgnat_mobile_ip_storm,4
t4_dev_001509,t4_act_000881,cgnat_mobile_ip_storm,4
t4_dev_001510,t4_act_000881,cgnat_mobile_ip_storm,4
t4_dev_002924,t4_act_001837,new_customer_onboarding,3
t4_dev_008795,t4_act_006508,normal_guest_checkout,0
t4_dev_004498,t4_act_003006,genuine_wallet_cycling,4
t4_dev_001073,t4_act_000558,network_retry_storm_hard,2
t4_dev_005100,t4_act_003445,cross_device_weak_guest,3
t4_dev_000101,t4_act_000017,cross_device_weak_guest,1
t4_dev_002399,t4_act_001453,genuine_wallet_cycling,4
t4_dev_006379,t4_act_004485,normal_returning_customer,1
t4_dev_004878,t4_act_003285,normal_returning_customer,1
t4_dev_007027,t4_act_005045,multi_device_customer_v4,4
t4_dev_008257,t4_act_006051,new_customer_onboarding,1
t4_dev_008778,t4_act_006492,network_retry_storm_hard,0
t4_dev_003557,t4_act_002268,persistent_card_problem_hard,4
t4_dev_007247,t4_act_005219,persistent_card_problem_hard,4
t4_dev_006651,t4_act_004737,genuine_wallet_cycling,4
t4_dev_000053,t4_act_000009,cross_device_weak_guest,4
t4_dev_006368,t4_act_004475,normal_returning_customer,2
t4_dev_005762,t4_act_004001,session_recreation_flaky_net,4
t4_dev_008736,t4_act_006454,persistent_card_problem_hard,3
t4_dev_005101,t4_act_003445,cross_device_weak_guest,3
t4_dev_000809,t4_act_000294,persistent_card_problem_hard,0
t4_dev_002692,t4_act_001679,persistent_card_problem_hard,0
t4_dev_005638,t4_act_003891,multi_device_customer_v4,0
t4_dev_000102,t4_act_000017,cross_device_weak_guest,1
t4_dev_000054,t4_act_000009,cross_device_weak_guest,4
t4_dev_007406,t4_act_005345,persistent_card_problem_hard,1
t4_dev_003495,t4_act_002233,network_retry_storm_hard,4
t4_dev_006732,t4_act_004812,normal_returning_customer,1
t4_dev_004836,t4_act_003251,new_customer_onboarding,1
t4_dev_000837,t4_act_000322,persistent_card_problem_hard,2
t4_dev_008326,t4_act_006095,normal_guest_checkout,3
t4_dev_004274,t4_act_002843,normal_returning_customer,1
t4_dev_007561,t4_act_005470,normal_returning_customer,2
t4_dev_003237,t4_act_002023,session_recreation_flaky_net,1
t4_dev_001771,t4_act_001009,normal_guest_checkout,3
t4_dev_007254,t4_act_005225,multi_device_customer_v4,1
t4_dev_001790,t4_act_001018,normal_returning_customer,4
t4_dev_003891,t4_act_002534,network_retry_storm_hard,2
t4_dev_007808,t4_act_005669,normal_guest_checkout,2
t4_dev_004680,t4_act_003147,merchant_normal_amount_attack_v4,0
t4_dev_002530,t4_act_001563,session_recreation_flaky_net,2
t4_dev_005102,t4_act_003445,cross_device_weak_guest,3
t4_dev_003859,t4_act_002506,genuine_wallet_cycling,4
t4_dev_008059,t4_act_005870,normal_guest_checkout,0
t4_dev_003892,t4_act_002535,normal_guest_checkout,0
t4_dev_007333,t4_act_005280,new_customer_onboarding,0
t4_dev_001961,t4_act_001134,genuine_wallet_cycling,0
t4_dev_005835,t4_act_004066,normal_guest_checkout,1
t4_dev_007044,t4_act_005060,cvv_and_expiry_mistakes,4
t4_dev_002649,t4_act_001641,new_customer_onboarding,3
t4_dev_005894,t4_act_004101,network_retry_storm_hard,0
t4_dev_002215,t4_act_001310,network_retry_storm_hard,0
t4_dev_007221,t4_act_005195,normal_returning_customer,3
t4_dev_001999,t4_act_001169,new_customer_onboarding,4
t4_dev_002699,t4_act_001686,multi_device_customer_v4,1
t4_dev_003816,t4_act_002473,normal_guest_checkout,3
t4_dev_001013,t4_act_000498,network_retry_storm_hard,3
t4_dev_002730,t4_act_001705,normal_guest_checkout,3
t4_dev_004791,t4_act_003221,network_retry_storm_hard,0
t4_dev_000928,t4_act_000413,persistent_card_problem_hard,4
t4_dev_000859,t4_act_000344,persistent_card_problem_hard,2
t4_dev_007873,t4_act_005725,genuine_wallet_cycling,2
t4_dev_007359,t4_act_005305,persistent_card_problem_hard,4
t4_dev_002832,t4_act_001786,normal_guest_checkout,4
t4_dev_006400,t4_act_004505,normal_guest_checkout,4
t4_dev_008150,t4_act_005954,persistent_card_problem_hard,0
t4_dev_005254,t4_act_003565,network_retry_storm_hard,4
t4_dev_008396,t4_act_006150,genuine_wallet_cycling,1
t4_dev_008840,t4_act_006550,session_recreation_flaky_net,0
t4_dev_009026,t4_act_006722,new_customer_onboarding,2
t4_dev_007806,t4_act_005667,normal_guest_checkout,3
t4_dev_005186,t4_act_003504,normal_returning_customer,0
t4_dev_006646,t4_act_004732,network_retry_storm_hard,0
t4_dev_005308,t4_act_003609,persistent_card_problem_hard,4
t4_dev_007961,t4_act_005798,new_customer_onboarding,2
t4_dev_000812,t4_act_000297,persistent_card_problem_hard,3
t4_dev_007915,t4_act_005759,normal_returning_customer,3
t4_dev_008569,t4_act_006300,network_retry_storm_hard,3
t4_dev_001170,t4_act_000655,network_retry_storm_hard,4
t4_dev_001076,t4_act_000561,network_retry_storm_hard,3
t4_dev_004674,t4_act_003143,burst_pause_burst_v4,4
t4_dev_008383,t4_act_006139,multi_device_customer_v4,0
t4_dev_002762,t4_act_001736,new_customer_onboarding,0
t4_dev_001046,t4_act_000531,network_retry_storm_hard,3
t4_dev_008252,t4_act_006046,persistent_card_problem_hard,1
t4_dev_007754,t4_act_005622,genuine_wallet_cycling,2
t4_dev_003565,t4_act_002271,normal_guest_checkout,0
t4_dev_001959,t4_act_001132,cvv_and_expiry_mistakes,1
t4_dev_005972,t4_act_004170,persistent_card_problem_hard,4
t4_dev_008548,t4_act_006282,normal_returning_customer,3
t4_dev_005378,t4_act_003669,persistent_card_problem_hard,2
t4_dev_008258,t4_act_006052,network_retry_storm_hard,3
t4_dev_000851,t4_act_000336,persistent_card_problem_hard,4
t4_dev_006466,t4_act_004565,network_retry_storm_hard,1
t4_dev_003217,t4_act_002006,warm_up_then_attack_v4,1
t4_dev_003979,t4_act_002609,new_customer_onboarding,0
t4_dev_003396,t4_act_002157,normal_returning_customer,3
t4_dev_001951,t4_act_001125,session_recreation_flaky_net,2
t4_dev_008578,t4_act_006308,persistent_card_problem_hard,3
t4_dev_006942,t4_act_004978,multi_device_customer_v4,4
t4_dev_008140,t4_act_005945,new_customer_onboarding,0
t4_dev_006738,t4_act_004816,persistent_card_problem_hard,3
t4_dev_004466,t4_act_002978,normal_returning_customer,0
t4_dev_001858,t4_act_001059,merchant_normal_amount_attack_v4,4
t4_dev_004927,t4_act_003308,persistent_card_problem_hard,3
t4_dev_007062,t4_act_005073,multi_device_customer_v4,4
t4_dev_003554,t4_act_002266,session_churn_v4,3
t4_dev_004513,t4_act_003016,persistent_card_problem_hard,3
t4_dev_007595,t4_act_005500,normal_returning_customer,0
t4_dev_005035,t4_act_003396,persistent_card_problem_hard,2
t4_dev_008568,t4_act_006299,normal_guest_checkout,3
t4_dev_006948,t4_act_004982,new_customer_onboarding,0
t4_dev_003902,t4_act_002545,burst_pause_burst_v4,4
t4_dev_005743,t4_act_003986,multi_device_customer_v4,0
t4_dev_004689,t4_act_003150,success_camouflage_v4,1
t4_dev_007491,t4_act_005405,session_recreation_flaky_net,0
t4_dev_005753,t4_act_003992,normal_returning_customer,2
t4_dev_008630,t4_act_006359,cvv_and_expiry_mistakes,3
t4_dev_004952,t4_act_003329,fast_burst_v4,1
t4_dev_000910,t4_act_000395,persistent_card_problem_hard,0
t4_dev_007917,t4_act_005761,normal_guest_checkout,3
t4_dev_007763,t4_act_005631,new_customer_onboarding,1
t4_dev_002229,t4_act_001321,multi_device_customer_v4,2
t4_dev_005583,t4_act_003844,normal_returning_customer,4
t4_dev_007653,t4_act_005533,session_recreation_flaky_net,4
t4_dev_008664,t4_act_006386,network_retry_storm_hard,0
t4_dev_000926,t4_act_000411,persistent_card_problem_hard,0
t4_dev_001039,t4_act_000524,network_retry_storm_hard,0
t4_dev_004472,t4_act_002983,normal_guest_checkout,2
t4_dev_003418,t4_act_002171,persistent_card_problem_hard,0
t4_dev_001655,t4_act_000933,persistent_card_problem_hard,0
t4_dev_003435,t4_act_002186,normal_guest_checkout,3
t4_dev_004988,t4_act_003358,persistent_card_problem_hard,4
t4_dev_001701,t4_act_000952,sparse_multiday_v4,0
t4_dev_008322,t4_act_006092,normal_returning_customer,2
t4_dev_008742,t4_act_006460,new_customer_onboarding,4
t4_dev_005639,t4_act_003891,multi_device_customer_v4,0
t4_dev_008669,t4_act_006391,network_retry_storm_hard,0
t4_dev_008141,t4_act_005946,normal_returning_customer,2
t4_dev_005720,t4_act_003966,session_recreation_flaky_net,2
t4_dev_004098,t4_act_002706,multi_device_customer_v4,3
t4_dev_005935,t4_act_004137,new_customer_onboarding,3
t4_dev_004768,t4_act_003206,ultra_patient_v4,2
t4_dev_006038,t4_act_004228,network_retry_storm_hard,4
t4_dev_002096,t4_act_001234,normal_guest_checkout,4
t4_dev_007842,t4_act_005700,network_retry_storm_hard,4
t4_dev_005305,t4_act_003607,multi_device_customer_v4,2
t4_dev_003599,t4_act_002299,genuine_wallet_cycling,2
t4_dev_006896,t4_act_004934,persistent_card_problem_hard,2
t4_dev_006810,t4_act_004862,persistent_card_problem_hard,0
t4_dev_002287,t4_act_001368,session_recreation_flaky_net,3
t4_dev_005738,t4_act_003982,normal_returning_customer,3
t4_dev_000322,t4_act_000064,cross_device_partial,0
t4_dev_005154,t4_act_003492,cgnat_mobile_ip_storm,3
t4_dev_005155,t4_act_003492,cgnat_mobile_ip_storm,3
t4_dev_005156,t4_act_003492,cgnat_mobile_ip_storm,3
t4_dev_005157,t4_act_003492,cgnat_mobile_ip_storm,3
t4_dev_005158,t4_act_003492,cgnat_mobile_ip_storm,3
t4_dev_005159,t4_act_003492,cgnat_mobile_ip_storm,3
t4_dev_005160,t4_act_003492,cgnat_mobile_ip_storm,3
t4_dev_005161,t4_act_003492,cgnat_mobile_ip_storm,3
t4_dev_005162,t4_act_003492,cgnat_mobile_ip_storm,3
t4_dev_005163,t4_act_003492,cgnat_mobile_ip_storm,3
t4_dev_005164,t4_act_003492,cgnat_mobile_ip_storm,3
t4_dev_005165,t4_act_003492,cgnat_mobile_ip_storm,3
t4_dev_005166,t4_act_003492,cgnat_mobile_ip_storm,3
t4_dev_005167,t4_act_003492,cgnat_mobile_ip_storm,3
t4_dev_005168,t4_act_003492,cgnat_mobile_ip_storm,3
t4_dev_005169,t4_act_003492,cgnat_mobile_ip_storm,3
t4_dev_005170,t4_act_003492,cgnat_mobile_ip_storm,3
t4_dev_005171,t4_act_003492,cgnat_mobile_ip_storm,3
t4_dev_005172,t4_act_003492,cgnat_mobile_ip_storm,3
t4_dev_005173,t4_act_003492,cgnat_mobile_ip_storm,3
t4_dev_004253,t4_act_002826,network_retry_storm_hard,2
t4_dev_003628,t4_act_002322,merchant_normal_amount_attack_v4,4
t4_dev_000382,t4_act_000077,cross_device_partial,4
t4_dev_007979,t4_act_005815,persistent_card_problem_hard,3
t4_dev_003497,t4_act_002235,cgnat_mobile_ip_storm,0
t4_dev_003498,t4_act_002235,cgnat_mobile_ip_storm,0
t4_dev_003499,t4_act_002235,cgnat_mobile_ip_storm,0
t4_dev_005048,t4_act_003406,network_retry_storm_hard,3
t4_dev_003500,t4_act_002235,cgnat_mobile_ip_storm,0
t4_dev_003501,t4_act_002235,cgnat_mobile_ip_storm,0
t4_dev_003502,t4_act_002235,cgnat_mobile_ip_storm,0
t4_dev_003503,t4_act_002235,cgnat_mobile_ip_storm,0
t4_dev_003819,t4_act_002476,network_retry_storm_hard,2
t4_dev_003504,t4_act_002235,cgnat_mobile_ip_storm,0
t4_dev_003505,t4_act_002235,cgnat_mobile_ip_storm,0
t4_dev_003506,t4_act_002235,cgnat_mobile_ip_storm,0
t4_dev_003507,t4_act_002235,cgnat_mobile_ip_storm,0
t4_dev_003508,t4_act_002235,cgnat_mobile_ip_storm,0
t4_dev_003509,t4_act_002235,cgnat_mobile_ip_storm,0
t4_dev_003510,t4_act_002235,cgnat_mobile_ip_storm,0
t4_dev_003511,t4_act_002235,cgnat_mobile_ip_storm,0
t4_dev_003512,t4_act_002235,cgnat_mobile_ip_storm,0
t4_dev_003513,t4_act_002235,cgnat_mobile_ip_storm,0
t4_dev_003514,t4_act_002235,cgnat_mobile_ip_storm,0
t4_dev_003515,t4_act_002235,cgnat_mobile_ip_storm,0
t4_dev_008816,t4_act_006528,network_retry_storm_hard,2
t4_dev_003516,t4_act_002235,cgnat_mobile_ip_storm,0
t4_dev_003944,t4_act_002582,normal_guest_checkout,1
t4_dev_008835,t4_act_006545,normal_returning_customer,3
t4_dev_006154,t4_act_004314,cgnat_mobile_ip_storm,1
t4_dev_006155,t4_act_004314,cgnat_mobile_ip_storm,1
t4_dev_006156,t4_act_004314,cgnat_mobile_ip_storm,1
t4_dev_005549,t4_act_003813,cvv_and_expiry_mistakes,4
t4_dev_006157,t4_act_004314,cgnat_mobile_ip_storm,1
t4_dev_006158,t4_act_004314,cgnat_mobile_ip_storm,1
t4_dev_006159,t4_act_004314,cgnat_mobile_ip_storm,1
t4_dev_006160,t4_act_004314,cgnat_mobile_ip_storm,1
t4_dev_004162,t4_act_002761,normal_guest_checkout,4
t4_dev_006161,t4_act_004314,cgnat_mobile_ip_storm,1
t4_dev_006162,t4_act_004314,cgnat_mobile_ip_storm,1
t4_dev_006163,t4_act_004314,cgnat_mobile_ip_storm,1
t4_dev_001146,t4_act_000631,network_retry_storm_hard,3
t4_dev_002126,t4_act_001253,multi_device_customer_v4,1
t4_dev_006164,t4_act_004314,cgnat_mobile_ip_storm,1
t4_dev_006165,t4_act_004314,cgnat_mobile_ip_storm,1
t4_dev_006166,t4_act_004314,cgnat_mobile_ip_storm,1
t4_dev_006167,t4_act_004314,cgnat_mobile_ip_storm,1
t4_dev_006168,t4_act_004314,cgnat_mobile_ip_storm,1
t4_dev_006169,t4_act_004314,cgnat_mobile_ip_storm,1
t4_dev_006170,t4_act_004314,cgnat_mobile_ip_storm,1
t4_dev_006171,t4_act_004314,cgnat_mobile_ip_storm,1
t4_dev_006172,t4_act_004314,cgnat_mobile_ip_storm,1
t4_dev_006173,t4_act_004314,cgnat_mobile_ip_storm,1
t4_dev_005846,t4_act_004075,persistent_card_problem_hard,0
t4_dev_003608,t4_act_002308,network_retry_storm_hard,0
t4_dev_005614,t4_act_003870,persistent_card_problem_hard,4
t4_dev_005082,t4_act_003431,persistent_card_problem_hard,4
t4_dev_004960,t4_act_003337,new_customer_onboarding,3
t4_dev_002988,t4_act_001874,genuine_wallet_cycling,0
t4_dev_004995,t4_act_003364,normal_returning_customer,4
t4_dev_002697,t4_act_001684,session_recreation_flaky_net,2
t4_dev_005938,t4_act_004140,network_retry_storm_hard,3
t4_dev_004038,t4_act_002652,genuine_wallet_cycling,0
t4_dev_006145,t4_act_004308,new_customer_onboarding,0
t4_dev_007773,t4_act_005638,new_customer_onboarding,2
t4_dev_006269,t4_act_004398,network_retry_storm_hard,4
t4_dev_007248,t4_act_005220,persistent_card_problem_hard,4
t4_dev_008361,t4_act_006122,session_recreation_flaky_net,1
t4_dev_007589,t4_act_005494,persistent_card_problem_hard,3
t4_dev_004671,t4_act_003141,normal_guest_checkout,2
t4_dev_008362,t4_act_006123,persistent_card_problem_hard,0
t4_dev_004631,t4_act_003107,multi_device_customer_v4,4
t4_dev_003481,t4_act_002221,network_retry_storm_hard,0
t4_dev_008045,t4_act_005857,cvv_and_expiry_mistakes,2
t4_dev_001658,t4_act_000935,burst_pause_burst_v4,0
t4_dev_002230,t4_act_001321,multi_device_customer_v4,2
t4_dev_000931,t4_act_000416,persistent_card_problem_hard,3
t4_dev_008114,t4_act_005923,normal_returning_customer,0
t4_dev_000323,t4_act_000064,cross_device_partial,0
t4_dev_007553,t4_act_005462,normal_guest_checkout,2
t4_dev_000383,t4_act_000077,cross_device_partial,4
t4_dev_006880,t4_act_004920,persistent_card_problem_hard,0
t4_dev_004008,t4_act_002629,network_retry_storm_hard,2
t4_dev_002297,t4_act_001375,new_customer_onboarding,2
t4_dev_001724,t4_act_000970,session_churn_v4,1
t4_dev_007234,t4_act_005207,cvv_and_expiry_mistakes,1
t4_dev_008256,t4_act_006050,new_customer_onboarding,1
t4_dev_004331,t4_act_002886,normal_guest_checkout,4
t4_dev_006917,t4_act_004953,network_retry_storm_hard,4
t4_dev_005094,t4_act_003441,network_retry_storm_hard,1
t4_dev_003458,t4_act_002207,network_retry_storm_hard,2
t4_dev_002700,t4_act_001686,multi_device_customer_v4,1
t4_dev_008847,t4_act_006556,network_retry_storm_hard,0
t4_dev_002855,t4_act_001800,normal_guest_checkout,2
t4_dev_008629,t4_act_006358,normal_guest_checkout,2
t4_dev_008592,t4_act_006322,normal_returning_customer,3
t4_dev_002845,t4_act_001794,normal_guest_checkout,3
t4_dev_004234,t4_act_002810,genuine_wallet_cycling,0
t4_dev_003419,t4_act_002172,genuine_wallet_cycling,3
t4_dev_000932,t4_act_000417,persistent_card_problem_hard,0
t4_dev_006507,t4_act_004602,genuine_wallet_cycling,4
t4_dev_003774,t4_act_002435,patient_tester_v4,0
t4_dev_000384,t4_act_000077,cross_device_partial,4
t4_dev_008185,t4_act_005986,session_recreation_flaky_net,3
t4_dev_006727,t4_act_004807,session_recreation_flaky_net,0
t4_dev_006411,t4_act_004514,session_recreation_flaky_net,3
t4_dev_004396,t4_act_002922,normal_guest_checkout,1
t4_dev_006036,t4_act_004226,network_retry_storm_hard,4
t4_dev_000936,t4_act_000421,persistent_card_problem_hard,2
t4_dev_007308,t4_act_005274,cgnat_mobile_ip_storm,1
t4_dev_007309,t4_act_005274,cgnat_mobile_ip_storm,1
t4_dev_007310,t4_act_005274,cgnat_mobile_ip_storm,1
t4_dev_007311,t4_act_005274,cgnat_mobile_ip_storm,1
t4_dev_007312,t4_act_005274,cgnat_mobile_ip_storm,1
t4_dev_007313,t4_act_005274,cgnat_mobile_ip_storm,1
t4_dev_007314,t4_act_005274,cgnat_mobile_ip_storm,1
t4_dev_007315,t4_act_005274,cgnat_mobile_ip_storm,1
t4_dev_007316,t4_act_005274,cgnat_mobile_ip_storm,1
t4_dev_007317,t4_act_005274,cgnat_mobile_ip_storm,1
t4_dev_007318,t4_act_005274,cgnat_mobile_ip_storm,1
t4_dev_007319,t4_act_005274,cgnat_mobile_ip_storm,1
t4_dev_007320,t4_act_005274,cgnat_mobile_ip_storm,1
t4_dev_007321,t4_act_005274,cgnat_mobile_ip_storm,1
t4_dev_007322,t4_act_005274,cgnat_mobile_ip_storm,1
t4_dev_007323,t4_act_005274,cgnat_mobile_ip_storm,1
t4_dev_007324,t4_act_005274,cgnat_mobile_ip_storm,1
t4_dev_007325,t4_act_005274,cgnat_mobile_ip_storm,1
t4_dev_007326,t4_act_005274,cgnat_mobile_ip_storm,1
t4_dev_007327,t4_act_005274,cgnat_mobile_ip_storm,1
t4_dev_007159,t4_act_005156,persistent_card_problem_hard,4
t4_dev_004821,t4_act_003241,persistent_card_problem_hard,0
t4_dev_004377,t4_act_002910,normal_returning_customer,4
t4_dev_005987,t4_act_004184,multi_device_customer_v4,4
t4_dev_002863,t4_act_001805,normal_returning_customer,4
t4_dev_002127,t4_act_001253,multi_device_customer_v4,1
t4_dev_006515,t4_act_004610,normal_guest_checkout,0
t4_dev_003073,t4_act_001903,genuine_wallet_cycling,0
t4_dev_003587,t4_act_002288,cvv_and_expiry_mistakes,2
t4_dev_002428,t4_act_001478,fast_burst_v4,4
t4_dev_008703,t4_act_006423,normal_guest_checkout,3
t4_dev_007332,t4_act_005279,persistent_card_problem_hard,4
t4_dev_005299,t4_act_003602,normal_guest_checkout,1
t4_dev_002213,t4_act_001308,ultra_patient_v4,2
t4_dev_000324,t4_act_000064,cross_device_partial,0
t4_dev_007880,t4_act_005730,normal_guest_checkout,0
t4_dev_000385,t4_act_000077,cross_device_partial,4
t4_dev_006229,t4_act_004364,session_recreation_flaky_net,0
t4_dev_008998,t4_act_006696,session_recreation_flaky_net,3
t4_dev_004192,t4_act_002784,cvv_and_expiry_mistakes,4
t4_dev_005820,t4_act_004055,normal_guest_checkout,4
t4_dev_001698,t4_act_000950,new_customer_onboarding,2
t4_dev_004163,t4_act_002762,session_recreation_flaky_net,3
t4_dev_003316,t4_act_002087,network_retry_storm_hard,4
t4_dev_007286,t4_act_005253,normal_guest_checkout,4
t4_dev_002825,t4_act_001780,multi_device_customer_v4,4
t4_dev_005422,t4_act_003711,session_recreation_flaky_net,2
t4_dev_002311,t4_act_001385,session_churn_v4,3
t4_dev_005725,t4_act_003970,multi_device_customer_v4,1
t4_dev_000994,t4_act_000479,persistent_card_problem_hard,2
t4_dev_002592,t4_act_001600,network_retry_storm_hard,3
t4_dev_007651,t4_act_005531,genuine_wallet_cycling,1
t4_dev_004353,t4_act_002905,genuine_wallet_cycling,3
t4_dev_005266,t4_act_003577,network_retry_storm_hard,2
t4_dev_005528,t4_act_003795,genuine_wallet_cycling,1
t4_dev_006632,t4_act_004718,genuine_wallet_cycling,3
t4_dev_000935,t4_act_000420,persistent_card_problem_hard,4
t4_dev_000386,t4_act_000077,cross_device_partial,4
t4_dev_006565,t4_act_004656,cvv_and_expiry_mistakes,4
t4_dev_007560,t4_act_005469,persistent_card_problem_hard,0
t4_dev_004969,t4_act_003345,network_retry_storm_hard,2
t4_dev_007727,t4_act_005597,new_customer_onboarding,3
t4_dev_003017,t4_act_001897,patient_tester_v4,0
t4_dev_007666,t4_act_005544,genuine_wallet_cycling,2
t4_dev_003148,t4_act_001951,genuine_wallet_cycling,2
t4_dev_003707,t4_act_002378,normal_returning_customer,3
t4_dev_006184,t4_act_004323,normal_guest_checkout,2
t4_dev_002671,t4_act_001662,genuine_wallet_cycling,4
t4_dev_001618,t4_act_000903,cvv_and_expiry_mistakes,1
t4_dev_001879,t4_act_001070,normal_guest_checkout,0
t4_dev_006127,t4_act_004293,cvv_and_expiry_mistakes,0
t4_dev_003936,t4_act_002575,normal_returning_customer,4
t4_dev_005198,t4_act_003514,persistent_card_problem_hard,4
t4_dev_004626,t4_act_003103,normal_returning_customer,4
t4_dev_006247,t4_act_004380,genuine_wallet_cycling,3
t4_dev_007005,t4_act_005027,network_retry_storm_hard,3
t4_dev_008340,t4_act_006105,normal_returning_customer,0
t4_dev_001847,t4_act_001049,normal_returning_customer,2
t4_dev_003405,t4_act_002160,new_customer_onboarding,3
t4_dev_007255,t4_act_005225,multi_device_customer_v4,1
t4_dev_004565,t4_act_003051,fast_burst_v4,1
t4_dev_000908,t4_act_000393,persistent_card_problem_hard,1
t4_dev_007403,t4_act_005342,new_customer_onboarding,4
t4_dev_007394,t4_act_005334,cvv_and_expiry_mistakes,1
t4_dev_002422,t4_act_001473,new_customer_onboarding,3
t4_dev_008279,t4_act_006054,multi_device_customer_v4,2
t4_dev_005306,t4_act_003607,multi_device_customer_v4,2
t4_dev_007048,t4_act_005064,genuine_wallet_cycling,2
t4_dev_008602,t4_act_006331,new_customer_onboarding,2
t4_dev_002288,t4_act_001369,new_customer_onboarding,4
t4_dev_007609,t4_act_005511,normal_returning_customer,4
t4_dev_000325,t4_act_000064,cross_device_partial,0
t4_dev_008741,t4_act_006459,network_retry_storm_hard,2
t4_dev_008384,t4_act_006139,multi_device_customer_v4,0
t4_dev_004488,t4_act_002998,normal_guest_checkout,4
t4_dev_006570,t4_act_004661,network_retry_storm_hard,2
t4_dev_007010,t4_act_005032,normal_returning_customer,2
t4_dev_005971,t4_act_004169,session_recreation_flaky_net,0
t4_dev_008961,t4_act_006663,session_recreation_flaky_net,2
t4_dev_005036,t4_act_003397,normal_guest_checkout,3
t4_dev_004036,t4_act_002650,network_retry_storm_hard,3
t4_dev_006117,t4_act_004283,cvv_and_expiry_mistakes,3
t4_dev_007841,t4_act_005699,normal_guest_checkout,3
t4_dev_000387,t4_act_000077,cross_device_partial,4
t4_dev_005737,t4_act_003981,session_recreation_flaky_net,3
t4_dev_002781,t4_act_001755,session_recreation_flaky_net,4
t4_dev_006594,t4_act_004683,normal_guest_checkout,4
t4_dev_003975,t4_act_002605,normal_guest_checkout,1
t4_dev_000820,t4_act_000305,persistent_card_problem_hard,4
t4_dev_006748,t4_act_004826,multi_device_customer_v4,3
t4_dev_008543,t4_act_006279,normal_returning_customer,2
t4_dev_005784,t4_act_004019,persistent_card_problem_hard,3
t4_dev_005999,t4_act_004194,session_recreation_flaky_net,0
t4_dev_000840,t4_act_000325,persistent_card_problem_hard,1
t4_dev_001978,t4_act_001151,patient_tester_v4,3
t4_dev_005744,t4_act_003986,multi_device_customer_v4,0
t4_dev_006882,t4_act_004922,new_customer_onboarding,4
t4_dev_002861,t4_act_001804,multi_device_customer_v4,1
t4_dev_008769,t4_act_006483,cvv_and_expiry_mistakes,2
t4_dev_002914,t4_act_001829,mixed_campaign_v4,1
t4_dev_005542,t4_act_003807,persistent_card_problem_hard,0
t4_dev_005352,t4_act_003648,session_recreation_flaky_net,3
t4_dev_001183,t4_act_000668,network_retry_storm_hard,1
t4_dev_006478,t4_act_004577,normal_guest_checkout,0
t4_dev_002915,t4_act_001829,mixed_campaign_v4,1
t4_dev_006714,t4_act_004794,network_retry_storm_hard,1
t4_dev_005726,t4_act_003970,multi_device_customer_v4,1
t4_dev_008220,t4_act_006016,genuine_wallet_cycling,2
t4_dev_008313,t4_act_006083,persistent_card_problem_hard,1
t4_dev_007526,t4_act_005437,persistent_card_problem_hard,0
t4_dev_003547,t4_act_002262,genuine_wallet_cycling,2
t4_dev_007810,t4_act_005671,normal_returning_customer,4
t4_dev_003133,t4_act_001937,persistent_card_problem_hard,1
t4_dev_005067,t4_act_003419,normal_guest_checkout,1
t4_dev_004632,t4_act_003107,multi_device_customer_v4,4
t4_dev_001165,t4_act_000650,network_retry_storm_hard,0
t4_dev_006372,t4_act_004478,genuine_wallet_cycling,4
t4_dev_002701,t4_act_001686,multi_device_customer_v4,1
t4_dev_008955,t4_act_006657,persistent_card_problem_hard,0
t4_dev_003971,t4_act_002601,warm_up_then_attack_v4,0
t4_dev_007289,t4_act_005256,network_retry_storm_hard,1
t4_dev_006648,t4_act_004734,normal_guest_checkout,1
t4_dev_007405,t4_act_005344,persistent_card_problem_hard,4
t4_dev_005598,t4_act_003856,persistent_card_problem_hard,2
t4_dev_005078,t4_act_003428,normal_returning_customer,1
t4_dev_008750,t4_act_006467,genuine_wallet_cycling,4
t4_dev_007782,t4_act_005647,normal_guest_checkout,2
t4_dev_008046,t4_act_005858,persistent_card_problem_hard,4
t4_dev_000215,t4_act_000039,cross_device_partial,1
