event_id,request_id,timestamp,device_id,session_id,prior_attempts_5m,prior_attempts_1h,prior_attempts_24h,prior_attempts_7d,prospective_requests_10s,prospective_requests_60s,distinct_cards_5m,distinct_cards_1h,distinct_cards_24h,distinct_cards_7d,distinct_bins_5m,distinct_bins_24h,cross_session_cards_24h,cross_session_cards_7d,prior_decline_streak,prior_decline_ratio_5m,prior_decline_ratio_24h,attempts_before_first_approval,attempts_after_first_approval,seconds_since_previous_authorization,device_age_seconds,session_age_seconds,seconds_since_previous_session,sessions_24h,sessions_7d,ip_changes_24h,devices_per_ip_5m,requests_per_ip_5m,same_card_retry_ratio_24h,card_switches_after_decline_24h,current_amount,amount_delta_from_previous,amount_variation_24h,near_minimum_ratio_24h,prior_successful_checkouts,seconds_since_successful_checkout,campaign_active,prior_attempts_14d,distinct_cards_14d,amount_continuity_score_30d,amount_continuity_history_available,ip_rotation_ratio_24h,checkout_completion_lag_seconds,checkout_completion_lag_available,label,population,attack_subtype,scenario_tag
evt_0042279,req_0017270,2026-01-20T23:38:04+00:00,dev_0008877,dev_0008877_s2,0,0,6,6,1,1,1,1,2,2,1,1,2,2,0,0,0.5,2,3,86283,86385,0,86385,2,2,1,1,1,0.333333333333,1,11.96,8.03,3.65138329952,0,0,0,0,6,2,1.45424338242,1,2,0,0,1,attack,burst,attack_burst
evt_0042281,req_0017271,2026-01-20T23:38:06+00:00,dev_0008877,dev_0008877_s2,1,1,7,7,2,2,1,1,2,2,1,1,2,2,1,1,0.571428571429,2,4,2,86387,2,86387,2,2,1,1,2,0.428571428571,1,17.61,5.65,3.85752855214,0,0,0,0,7,2,2.644550373,1,2,0,0,1,attack,burst,attack_burst
evt_0042283,req_0017272,2026-01-20T23:38:07+00:00,dev_0008877,dev_0008877_s2,1,1,7,7,3,3,2,2,3,3,2,2,3,3,1,1,0.571428571429,2,4,3,86388,3,86388,2,2,1,1,3,0,1,3,-8.96,3.85752855214,0,0,0,0,7,3,-1.14284868381,1,2,0,0,1,attack,burst,attack_burst
evt_0042285,req_0017273,2026-01-20T23:38:09+00:00,dev_0008877,dev_0008877_s2,2,2,8,8,4,4,2,2,3,3,2,2,3,3,2,1,0.625,2,5,3,86390,5,86390,2,2,1,1,4,0,1,5.56,-12.05,4.93994164313,0,0,0,1,8,3,-0.632345526661,1,2,0,0,1,attack,burst,attack_burst
evt_0042287,req_0017274,2026-01-20T23:38:13+00:00,dev_0008877,dev_0008877_s2,4,4,10,10,5,5,2,2,3,3,2,2,3,3,1,0.75,0.6,2,7,4,86394,9,86394,2,2,2,1,1,0.2,2,2.03,-3.53,4.7909269458,0,0,0,0,10,3,-1.20498602156,1,3,0,0,1,attack,burst,attack_burst
evt_0042289,req_0017275,2026-01-20T23:38:15+00:00,dev_0008877,dev_0008877_s2,5,5,11,11,5,6,2,2,3,3,2,2,3,3,2,0.8,0.636363636364,2,8,2,86396,11,86396,2,2,2,1,2,0.272727272727,2,6.81,4.78,4.86011189206,0,0,0,0,11,3,-0.0963314895995,1,3,0,0,1,attack,burst,attack_burst
evt_0042291,req_0017276,2026-01-20T23:38:16+00:00,dev_0008877,dev_0008877_s2,5,5,11,11,6,7,3,3,4,4,2,2,3,3,2,0.8,0.636363636364,2,8,3,86397,12,86397,2,2,2,1,3,0,2,14.27,12.24,4.86011189206,0,0,0,0,11,4,1.43861259516,1,3,0,0,1,attack,burst,attack_burst
evt_0042293,req_0017277,2026-01-20T23:38:18+00:00,dev_0008877,dev_0008877_s2,7,7,13,13,5,8,4,4,5,5,3,3,3,3,0,0.571428571429,0.538461538462,2,10,2,86399,14,86399,2,2,2,1,4,0,2,3.11,-11.16,4.84893802806,0,0,0,0,13,5,-0.963097480927,1,3,0,0,1,attack,burst,attack_burst
evt_0042295,req_0017278,2026-01-20T23:38:19+00:00,dev_0008877,dev_0008877_s2,8,8,14,14,6,9,4,4,5,5,3,3,3,3,1,0.625,0.571428571429,2,11,1,86400,15,86400,2,2,3,1,1,0.0714285714286,2,15.42,12.31,4.8248591499,0,0,0,0,14,5,1.65260190626,1,4,0,0,1,attack,burst,attack_burst
evt_0042297,req_0017279,2026-01-20T23:38:22+00:00,dev_0008877,dev_0008877_s2,9,9,14,15,6,10,4,4,5,5,3,3,3,3,0,0.555555555556,0.5,2,12,3,86403,18,86403,1,2,3,1,2,0.0714285714286,3,2.38,-13.04,4.99592369552,0,0,0,0,15,5,-1.10460687285,1,4,0,0,1,attack,burst,attack_burst
evt_0042299,req_0017280,2026-01-20T23:38:23+00:00,dev_0008877,dev_0008877_s2,9,9,14,15,7,11,4,4,5,5,3,3,2,2,0,0.555555555556,0.5,2,12,4,86404,19,86404,1,2,3,1,3,0.285714285714,3,3.56,-11.86,4.99592369552,0,0,0,1,15,5,-0.871767267639,1,4,0,0,1,attack,burst,attack_burst
evt_0042301,req_0017281,2026-01-20T23:38:26+00:00,dev_0008877,dev_0008877_s2,11,11,16,17,6,12,5,5,6,6,3,3,3,3,1,0.545454545455,0.5,2,14,3,86407,22,86407,1,2,3,1,4,0,3,7.38,3.82,4.91855729451,0,0,0,0,17,6,-0.0017539995889,1,4,0,0,1,attack,burst,attack_burst
evt_0060143,req_0025926,2026-01-20T23:39:00+00:00,dev_0009890,dev_0009890_s1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,1,1,0,597,597,597,0,1,1,0,1,1,1,0,1.29,-7.37,0,0,0,0,0,1,1,0,0,1,0,0,1,attack,patient,attack_patient
evt_0031454,req_0012080,2026-01-20T23:40:31+00:00,dev_0008217,dev_0008217_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,9.79,0,0,0,0,0,1,0,1,0,0,0.5,0,0,0,flash_sale,,flash_hard_retry
evt_0031456,req_0012081,2026-01-20T23:41:05+00:00,dev_0008217,dev_0008217_s1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,34,34,34,0,1,1,0,1,2,1,0,9.79,0,0,0,0,0,1,1,1,0,0,0.5,0,0,0,flash_sale,,flash_hard_retry
evt_0031458,req_0012082,2026-01-20T23:42:13+00:00,dev_0008217,dev_0008217_s1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,0,68,102,102,0,1,1,0,1,3,1,0,11.6,1.81,0,0,0,0,1,2,1,0,0,0.5,0,0,0,flash_sale,,flash_hard_retry
evt_0060145,req_0025927,2026-01-20T23:54:59+00:00,dev_0009890,dev_0009890_s1,0,2,2,2,1,1,1,2,2,2,1,1,1,1,0,0,0.5,1,0,959,1556,1556,0,1,1,0,1,1,0,0,12.5,11.21,3.685,0.5,0,0,0,2,2,2.0420624152,1,1,0,0,1,attack,patient,attack_patient
evt_0040881,req_0016584,2026-01-20T23:56:19+00:00,dev_0008815,dev_0008815_s2,0,0,0,6,1,1,1,1,1,4,1,1,1,4,1,0,0,3,2,172720,172800,0,172800,1,2,1,1,1,0,0,13.19,5.6,0,0,0,0,0,6,4,0.950981981664,1,0.5,0,0,1,attack,burst,attack_burst
evt_0040883,req_0016585,2026-01-20T23:56:28+00:00,dev_0008815,dev_0008815_s2,1,1,1,7,2,2,2,2,2,5,2,2,1,5,2,1,1,3,3,9,172809,9,172809,1,2,0,1,2,0,0,8.12,-5.07,0,0,0,0,0,7,5,-0.0923773399309,1,0.5,0,0,1,attack,burst,attack_burst
evt_0040885,req_0016586,2026-01-20T23:56:39+00:00,dev_0008815,dev_0008815_s2,2,2,2,8,1,3,3,3,3,6,2,2,1,5,0,0.5,0.5,3,4,11,172820,20,172820,1,2,0,1,3,0,1,5.3,-2.82,2.535,0,0,0,0,8,6,-0.633667081776,1,0.5,0,0,1,attack,burst,attack_burst
evt_0040887,req_0016587,2026-01-20T23:57:03+00:00,dev_0008815,dev_0008815_s2,3,3,3,9,1,4,3,3,3,6,2,2,1,5,1,0.666666666667,0.666666666667,3,5,24,172844,44,172844,1,2,0,1,4,0.333333333333,1,19.15,13.85,3.26444482263,0,0,0,0,9,6,2.20496698178,1,0.5,0,0,1,attack,burst,attack_burst
evt_0040889,req_0016588,2026-01-20T23:57:11+00:00,dev_0008815,dev_0008815_s2,4,4,4,10,2,5,4,4,4,7,2,2,1,5,0,0.5,0.5,3,6,8,172852,52,172852,1,2,1,1,1,0,1,5.57,-13.58,5.27324852439,0,0,0,0,10,7,-0.64904885624,1,1,0,0,1,attack,burst,attack_burst
evt_0040891,req_0016589,2026-01-20T23:57:19+00:00,dev_0008815,dev_0008815_s2,5,5,5,11,2,6,4,4,4,7,2,2,1,4,0,0.4,0.4,3,7,8,172860,60,172860,1,2,1,1,2,0.2,1,10.03,4.46,5.26866434687,0,0,0,0,11,7,0.192120942359,1,1,0,0,1,attack,burst,attack_burst
evt_0056920,req_0024370,2026-01-21T00:02:36+00:00,dev_0009686,dev_0009686_s3,0,0,0,4,1,1,1,1,1,3,1,1,1,3,3,0,0,0,3,258471,432042,0,259634,1,3,1,1,1,0,0,11.86,10.1,0,0,0,0,0,4,3,1.40519085527,1,0.5,0,0,1,attack,patient,attack_patient
evt_0018278,req_0006742,2026-01-21T00:09:25+00:00,dev_0005359,dev_0005359_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,9.96,0,0,0,0,0,0,0,1,0,0,1,0,0,0,normal,,normal_standard
evt_0056922,req_0024371,2026-01-21T00:14:38+00:00,dev_0009686,dev_0009686_s3,0,1,1,5,1,1,1,2,2,4,1,2,1,4,0,0,0,0,4,722,432764,722,260356,1,3,0,1,1,0,0,15.51,3.65,0,0,0,0,0,5,4,1.75260069959,1,0.5,0,0,1,attack,patient,attack_patient
evt_0004440,req_0001650,2026-01-21T00:18:47+00:00,dev_0001309,dev_0001309_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,3.24,0,0,0,0,0,0,0,1,0,0,1,0,0,0,normal,,normal_standard
evt_0056203,req_0024024,2026-01-21T00:19:14+00:00,dev_0009641,dev_0009641_s4,0,0,2,8,1,1,1,1,3,4,1,2,3,4,0,0,0,1,6,84933,258755,0,86026,2,4,1,1,1,0,0,11.12,-26.11,1.255,0,0,0,0,8,4,-0.63711175468,1,0.333333333333,0,0,1,attack,patient,attack_patient
evt_0029021,req_0011041,2026-01-21T00:20:45+00:00,dev_0007815,dev_0007815_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,13.95,0,0,0,0,0,1,0,1,0,0,0.5,0,0,0,flash_sale,,flash_standard
evt_0024859,req_0009506,2026-01-21T00:22:04+00:00,dev_0006597,dev_0006597_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,5.95,0,0,0,0,0,1,0,1,0,0,1,0,0,0,flash_sale,,flash_standard
evt_0018048,req_0006656,2026-01-21T00:25:14+00:00,dev_0005290,dev_0005290_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,6.49,0,0,0,0,0,0,0,1,0,0,1,0,0,0,normal,,normal_standard
evt_0018050,req_0006657,2026-01-21T00:27:37+00:00,dev_0005290,dev_0005290_s1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,143,143,143,0,1,1,0,1,2,1,0,16.86,10.37,0,0,0,0,0,1,1,0,0,1,0,0,0,normal,,normal_standard
evt_0023479,req_0008910,2026-01-21T00:30:22+00:00,dev_0006368,dev_0006368_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,5.05,0,0,0,0,0,0,0,1,0,0,1,0,0,0,normal,,normal_bad_luck
evt_0023481,req_0008911,2026-01-21T00:30:45+00:00,dev_0006368,dev_0006368_s1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,23,23,23,0,1,1,0,1,2,1,0,10.77,5.72,0,0,0,0,1,1,1,0,0,1,0,0,0,normal,,normal_bad_luck
evt_0023483,req_0008912,2026-01-21T00:31:23+00:00,dev_0006368,dev_0006368_s1,2,2,2,2,1,2,1,1,1,1,1,1,1,1,2,1,1,2,0,38,61,61,0,1,1,0,1,3,1,0,11.87,1.1,2.86,0,0,0,0,2,1,1.38461538462,1,1,0,0,0,normal,,normal_bad_luck
evt_0018401,req_0006788,2026-01-21T00:31:37+00:00,dev_0005400,dev_0005400_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,6.72,0,0,0,0,0,0,0,1,0,0,1,0,0,0,normal,,normal_standard
evt_0055565,req_0023716,2026-01-21T00:34:35+00:00,dev_0009600,dev_0009600_s3,0,0,0,5,1,1,1,1,1,2,1,1,1,2,1,0,0,3,1,257440,345426,0,259290,1,3,0,1,1,0,0,2.12,-5.74,0,0,0,0,0,5,2,-1.47533401696,1,0.5,0,0,1,attack,patient,attack_patient
evt_0029760,req_0011320,2026-01-21T00:36:54+00:00,dev_0008016,dev_0008016_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,7.17,0,0,0,0,0,1,0,1,0,0,0.25,0,0,0,flash_sale,,flash_hard_retry
evt_0056205,req_0024025,2026-01-21T00:37:30+00:00,dev_0009641,dev_0009641_s4,0,1,2,9,1,1,1,2,2,4,1,1,1,4,0,0,0,1,7,1096,259851,1096,87122,1,4,1,1,1,0.5,0,16.97,5.85,13.055,0,0,0,1,9,4,-0.148269415988,1,0.333333333333,0,0,1,attack,patient,attack_patient
evt_0029762,req_0011321,2026-01-21T00:37:47+00:00,dev_0008016,dev_0008016_s1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,0,53,53,53,0,1,1,0,1,2,1,0,5.35,-1.82,0,0,0,0,1,1,1,0,0,0.25,0,0,0,flash_sale,,flash_hard_retry
evt_0022905,req_0008654,2026-01-21T00:38:38+00:00,dev_0006299,dev_0006299_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,17.85,0,0,0,0,0,0,0,1,0,0,1,0,0,0,normal,,normal_bad_luck
evt_0005112,req_0001899,2026-01-21T00:38:58+00:00,dev_0001506,dev_0001506_s2,0,0,0,1,1,1,1,1,1,2,1,1,1,2,0,0,0,0,0,86487,86487,0,86487,1,2,0,1,1,0,0,7,-2.05,0,0,1,86354,1,1,2,0,0,1,133,1,0,normal,,normal_standard
evt_0029764,req_0011322,2026-01-21T00:38:59+00:00,dev_0008016,dev_0008016_s1,2,2,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,2,0,72,125,125,0,1,1,0,1,3,1,0,5.35,0,0.91,0,0,0,1,2,1,-1,1,0.25,0,0,0,flash_sale,,flash_hard_retry
evt_0022907,req_0008655,2026-01-21T00:39:17+00:00,dev_0006299,dev_0006299_s1,1,1,1,1,1,2,2,2,2,2,2,2,1,1,1,1,1,1,0,39,39,39,0,1,1,0,1,2,0,0,30.45,12.6,0,0,0,0,0,1,2,0,0,1,0,0,0,normal,,normal_bad_luck
evt_0029766,req_0011323,2026-01-21T00:40:04+00:00,dev_0008016,dev_0008016_s1,3,3,3,3,1,1,1,1,1,1,1,1,1,1,3,1,1,3,0,65,190,190,0,1,1,0,1,4,1,0,5.35,0,0.85795622784,0,0,0,1,3,1,-0.707106781187,1,0.25,0,0,0,flash_sale,,flash_hard_retry
evt_0022909,req_0008656,2026-01-21T00:40:42+00:00,dev_0006299,dev_0006299_s1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,2,1,1,2,0,85,124,124,0,1,1,0,1,3,0.5,1,3.42,-27.03,6.3,0,0,0,1,2,2,-3.29047619048,1,1,0,0,0,normal,,normal_bad_luck
evt_0007122,req_0002635,2026-01-21T00:48:22+00:00,dev_0002095,dev_0002095_s2,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,259123,259123,0,259123,1,2,0,1,1,0,0,9.34,-1.37,0,0,1,258962,0,1,1,0,0,0.5,161,1,0,normal,,normal_standard
evt_0015022,req_0005542,2026-01-21T00:48:23+00:00,dev_0004404,dev_0004404_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,17.54,0,0,0,0,0,0,0,1,0,0,1,0,0,0,normal,,normal_standard
evt_0016475,req_0006074,2026-01-21T00:48:38+00:00,dev_0004821,dev_0004821_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0.95,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,normal,,normal_standard
evt_0055567,req_0023717,2026-01-21T00:49:26+00:00,dev_0009600,dev_0009600_s3,0,1,1,6,1,1,1,1,1,2,1,1,1,2,0,0,0,3,2,891,346317,891,260181,1,3,0,1,1,1,0,4.17,2.05,0,0,0,0,0,6,2,-0.500055840591,1,0.5,0,0,1,attack,patient,attack_patient
evt_0025876,req_0009886,2026-01-21T00:53:29+00:00,dev_0006892,dev_0006892_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,18.82,0,0,0,0,0,1,0,1,0,0,1,0,0,0,flash_sale,,flash_standard
evt_0056042,req_0023946,2026-01-21T00:58:43+00:00,dev_0009632,dev_0009632_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,3.23,0,0,0,0,0,0,0,1,0,0,1,0,0,1,attack,patient,attack_patient
evt_0055754,req_0023807,2026-01-21T00:59:42+00:00,dev_0009612,dev_0009612_s2,0,0,0,2,1,1,1,1,1,2,1,1,1,2,2,0,0,2,0,258406,258982,0,258982,1,2,1,1,1,0,0,33.51,29.71,0,0,0,0,0,2,2,4.71346153846,1,0.2,0,0,1,attack,patient,attack_patient
evt_0054115,req_0023015,2026-01-21T01:06:02+00:00,dev_0009512,dev_0009512_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,10.74,0,0,0,0,0,0,0,1,0,0,1,0,0,1,attack,evasive,attack_evasive
evt_0052402,req_0022188,2026-01-21T01:06:07+00:00,dev_0009406,dev_0009406_s2,0,0,0,6,1,1,1,1,1,3,1,1,1,3,0,0,0,0,5,258701,259190,0,259190,1,2,1,1,1,0,0,2.42,0.65,0,0,0,0,0,6,3,-0.570904230352,1,1,0,0,1,attack,evasive,attack_evasive
evt_0005128,req_0001905,2026-01-21T01:06:31+00:00,dev_0001510,dev_0001510_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,13.13,0,0,0,0,0,0,0,1,0,0,1,0,0,0,normal,,normal_standard
evt_0054117,req_0023016,2026-01-21T01:07:50+00:00,dev_0009512,dev_0009512_s1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,108,108,108,0,1,1,0,1,2,1,0,13.72,2.98,0,0,0,0,0,1,1,0,0,1,0,0,1,attack,evasive,attack_evasive
evt_0052404,req_0022189,2026-01-21T01:08:09+00:00,dev_0009406,dev_0009406_s2,1,1,1,7,1,1,2,2,2,4,1,1,1,4,1,1,1,0,6,122,259312,122,259312,1,2,0,1,2,0,0,11.73,9.31,0,0,0,0,0,7,4,1.59040415969,1,1,0,0,1,attack,evasive,attack_evasive
evt_0052406,req_0022190,2026-01-21T01:08:59+00:00,dev_0009406,dev_0009406_s2,2,2,2,8,1,2,3,3,3,5,1,1,1,4,0,0.5,0.5,0,7,50,259362,172,259362,1,2,0,1,3,0,1,6.95,-4.78,4.655,0,0,0,1,8,5,0.288663789532,1,1,0,0,1,attack,evasive,attack_evasive
evt_0054119,req_0023017,2026-01-21T01:09:42+00:00,dev_0009512,dev_0009512_s1,2,2,2,2,1,1,2,2,2,2,2,2,1,1,1,0.5,0.5,0,1,112,220,220,0,1,1,0,1,3,0,0,4.06,-9.66,1.49,0,0,0,1,2,2,-5.48322147651,1,1,0,0,1,attack,evasive,attack_evasive
evt_0052408,req_0022191,2026-01-21T01:10:10+00:00,dev_0009406,dev_0009406_s2,3,3,3,9,1,1,4,4,4,5,2,2,1,3,1,0.666666666667,0.666666666667,0,8,71,259433,243,259433,1,2,0,1,4,0,1,3.44,-3.51,3.80124833297,0,0,0,0,9,5,-0.510634797338,1,1,0,0,1,attack,evasive,attack_evasive
evt_0052410,req_0022192,2026-01-21T01:11:02+00:00,dev_0009406,dev_0009406_s2,4,4,4,10,1,2,5,5,5,5,2,2,1,3,2,0.75,0.75,0,9,52,259485,295,259485,1,2,1,1,1,0,2,4.47,1.03,3.64117082818,0,0,0,0,10,5,-0.239581344883,1,2,0,0,1,attack,evasive,attack_evasive
evt_0054121,req_0023018,2026-01-21T01:11:40+00:00,dev_0009512,dev_0009512_s1,2,3,3,3,1,1,2,2,2,2,2,2,1,1,0,0.5,0.333333333333,0,2,118,338,338,0,1,1,0,1,3,0.333333333333,1,13.24,9.18,4.03895476028,0,0,0,0,3,2,0.9243315548,1,1,0,0,1,attack,evasive,attack_evasive
evt_0011428,req_0004220,2026-01-21T01:11:41+00:00,dev_0003353,dev_0003353_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,8.63,0,0,0,0,0,0,0,1,0,0,1,0,0,0,normal,,normal_standard
evt_0008393,req_0003102,2026-01-21T01:11:43+00:00,dev_0002467,dev_0002467_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,10.98,0,0,0,0,0,0,0,1,0,0,0.25,0,0,0,normal,,normal_standard
evt_0054123,req_0023019,2026-01-21T01:12:48+00:00,dev_0009512,dev_0009512_s1,3,4,4,4,1,1,2,2,2,2,2,2,1,1,0,0.333333333333,0.25,0,3,68,406,406,0,1,1,0,1,4,0.5,1,19.01,5.77,3.85333621684,0,0,0,0,4,2,2.22404677862,1,1,0,0,1,attack,evasive,attack_evasive
evt_0025136,req_0009609,2026-01-21T01:13:01+00:00,dev_0006682,dev_0006682_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,7.5,0,0,0,0,0,1,0,1,0,0,0.333333333333,0,0,0,flash_sale,,flash_standard
evt_0052412,req_0022193,2026-01-21T01:13:54+00:00,dev_0009406,dev_0009406_s2,3,5,5,11,1,1,4,5,5,5,2,2,1,4,0,0.666666666667,0.6,0,10,172,259657,467,259657,1,2,1,1,2,0.2,3,9.01,4.54,3.3241624509,0,0,0,0,11,5,0.872571754805,1,2,0,0,1,attack,evasive,attack_evasive
evt_0056044,req_0023947,2026-01-21T01:14:09+00:00,dev_0009632,dev_0009632_s1,0,1,1,1,1,1,1,2,2,2,1,2,1,1,1,0,1,1,0,926,926,926,0,1,1,0,1,1,0,0,2.33,-0.9,0,0,0,0,0,1,2,0,0,1,0,0,1,attack,patient,attack_patient
evt_0054125,req_0023020,2026-01-21T01:15:27+00:00,dev_0009512,dev_0009512_s1,2,5,5,5,1,1,2,3,3,3,1,2,1,1,1,0.5,0.4,0,4,159,565,565,0,1,1,0,1,3,0,1,7.09,-11.92,4.86104350937,0,0,0,0,5,3,-1.04175163013,1,1,0,0,1,attack,evasive,attack_evasive
evt_0052414,req_0022194,2026-01-21T01:16:08+00:00,dev_0009406,dev_0009406_s2,1,6,6,12,1,1,2,5,5,5,1,2,1,4,1,1,0.666666666667,0,11,134,259791,601,259791,1,2,1,1,2,0.166666666667,3,3.24,-5.77,3.26155211858,0,0,0,0,12,5,-0.606361559484,1,2,0,0,1,attack,evasive,attack_evasive
evt_0052416,req_0022195,2026-01-21T01:16:53+00:00,dev_0009406,dev_0009406_s2,2,7,7,13,1,2,3,5,5,5,2,2,1,3,2,1,0.714285714286,0,12,45,259836,646,259836,1,2,1,1,3,0.142857142857,4,4.59,1.35,3.20815415172,0,0,0,0,13,5,-0.234337858815,1,2,0,0,1,attack,evasive,attack_evasive
evt_0055756,req_0023808,2026-01-21T01:17:07+00:00,dev_0009612,dev_0009612_s2,0,1,1,3,1,1,1,2,2,2,1,1,1,2,3,0,1,3,0,1045,260027,1045,260027,1,2,0,1,1,0,0,17.49,-16.02,0,0,0,0,0,3,2,0.0259961237863,1,0.2,0,0,1,attack,patient,attack_patient
evt_0009878,req_0003650,2026-01-21T01:20:06+00:00,dev_0002900,dev_0002900_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,15.87,0,0,0,0,0,0,0,1,0,0,1,0,0,0,normal,,normal_standard
evt_0002023,req_0000757,2026-01-21T01:22:30+00:00,dev_0000593,dev_0000593_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,14.69,0,0,0,0,0,0,0,1,0,0,0.5,0,0,0,normal,,normal_standard
evt_0043085,req_0017659,2026-01-21T01:25:01+00:00,dev_0008916,dev_0008916_s1,0,0,0,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,11.73,0,0,0,0,0,0,0,1,0,0,0.5,0,0,1,attack,burst,attack_burst
evt_0043087,req_0017660,2026-01-21T01:25:03+00:00,dev_0008916,dev_0008916_s1,0,0,0,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,2,0,1,1,0,1,2,0,0,9.06,0,0,0,0,0,0,0,1,0,0,0.5,0,0,1,attack,burst,attack_burst
evt_0043089,req_0017661,2026-01-21T01:25:07+00:00,dev_0008916,dev_0008916_s1,2,2,2,2,3,3,3,3,3,3,2,2,1,1,1,0.5,0.5,0,1,4,6,6,0,1,1,0,1,3,0,0,13.43,4.37,1.335,0,0,0,0,2,3,2.2734082397,1,0.5,0,0,1,attack,burst,attack_burst
evt_0043091,req_0017662,2026-01-21T01:25:09+00:00,dev_0008916,dev_0008916_s1,3,3,3,3,4,4,3,3,3,3,2,2,1,1,2,0.666666666667,0.666666666667,0,2,2,8,8,0,1,1,0,1,4,0.333333333333,1,3.23,-10.2,1.79863528512,0,0,0,0,3,3,-4.54603928562,1,0.5,0,0,1,attack,burst,attack_burst
evt_0043093,req_0017663,2026-01-21T01:25:13+00:00,dev_0008916,dev_0008916_s1,4,4,4,4,4,5,3,3,3,3,2,2,1,1,0,0.5,0.5,0,3,4,12,12,0,1,1,0,1,5,0.25,2,2.77,-0.46,3.86809626948,0,0,0,0,4,3,-1.70432676457,1,0.5,0,0,1,attack,burst,attack_burst
evt_0043095,req_0017664,2026-01-21T01:25:15+00:00,dev_0008916,dev_0008916_s1,5,5,5,5,4,6,3,3,3,3,2,2,1,1,0,0.4,0.4,0,4,2,14,14,0,1,1,0,1,6,0.4,2,6.15,3.38,4.35011540077,0,0,0,1,5,3,-0.435390748408,1,0.5,0,0,1,attack,burst,attack_burst
evt_0043097,req_0017665,2026-01-21T01:25:19+00:00,dev_0008916,dev_0008916_s1,6,6,6,6,4,7,4,4,4,4,3,3,1,1,1,0.5,0.5,0,5,4,18,18,0,1,1,1,1,1,0,2,5.57,-0.58,4.03333780991,0,0,0,0,6,4,-0.535123373011,1,0.666666666667,0,0,1,attack,burst,attack_burst
